,T_return,T_supply,P_in,P_th,P_th_boiler,T_od,defrost,T_room,T_room_sp,Q_w
2023-02-06 15:21:00+01:00,23.73,23.7,0.007,0.0,0.0,7.5,False,20.17,20.0,6.12
2023-02-06 15:22:00+01:00,23.66,23.63,0.007,0.0,0.0,7.5,False,20.17,20.0,6.67
2023-02-06 15:23:00+01:00,23.61,23.56,0.007,0.0,0.0,7.5,False,20.16,20.0,8.45
2023-02-06 15:24:00+01:00,23.59,23.54,0.057,0.0,0.0,8.0,False,20.16,20.0,8.9
2023-02-06 15:25:00+01:00,23.54,29.75,0.913,3.796,0.0,7.5,False,20.15,20.0,8.93
2023-02-06 15:26:00+01:00,23.49,27.07,0.294,2.522,0.0,7.5,False,20.14,20.0,8.88
2023-02-06 15:27:00+01:00,23.5,26.32,0.28,1.722,0.0,7.0,False,20.12,20.0,8.83
2023-02-06 15:28:00+01:00,23.59,26.61,0.28,1.764,0.0,7.5,False,20.12,20.0,8.74
2023-02-06 15:29:00+01:00,23.55,26.59,0.286,1.845,0.0,7.0,False,20.11,20.0,8.8
2023-02-06 15:30:00+01:00,23.53,26.51,0.275,1.764,0.0,7.0,False,20.11,20.0,8.81
2023-02-06 15:31:00+01:00,23.6,26.5,0.278,1.784,0.0,7.0,False,20.1,20.0,8.82
2023-02-06 15:32:00+01:00,23.61,26.5,0.275,1.784,0.0,7.0,False,20.1,20.0,8.87
2023-02-06 15:33:00+01:00,23.59,26.49,0.279,1.764,0.0,7.0,False,20.09,20.0,8.86
2023-02-06 15:34:00+01:00,23.59,26.53,0.275,1.784,0.0,7.0,False,20.09,20.0,8.75
2023-02-06 15:35:00+01:00,23.59,26.58,0.282,1.845,0.0,7.0,False,20.09,20.0,8.81
2023-02-06 15:36:00+01:00,23.59,26.56,0.279,1.764,0.0,7.0,False,20.08,20.0,8.75
2023-02-06 15:37:00+01:00,23.59,26.55,0.279,1.784,0.0,7.5,False,20.08,20.0,8.8
2023-02-06 15:38:00+01:00,23.59,26.52,0.279,1.784,0.0,7.0,False,20.07,20.0,8.73
2023-02-06 15:39:00+01:00,23.59,26.53,0.279,1.764,0.0,7.0,False,20.07,20.0,8.78
2023-02-06 15:40:00+01:00,23.59,26.53,0.279,1.784,0.0,7.0,False,20.07,20.0,8.76
2023-02-06 15:41:00+01:00,23.59,26.57,0.278,1.764,0.0,7.0,False,20.06,20.0,8.83
2023-02-06 15:42:00+01:00,23.59,26.61,0.281,1.824,0.0,7.0,False,20.07,20.0,8.8
2023-02-06 15:43:00+01:00,23.59,26.58,0.283,1.784,0.0,7.0,False,20.07,20.0,8.83
2023-02-06 15:44:00+01:00,23.59,26.56,0.281,1.764,0.0,6.5,False,20.06,20.0,8.82
2023-02-06 15:45:00+01:00,23.59,26.53,0.281,1.764,0.0,7.0,False,20.05,20.0,8.78
2023-02-06 15:46:00+01:00,23.59,26.51,0.283,1.784,0.0,7.0,False,20.05,20.0,8.86
2023-02-06 15:47:00+01:00,23.59,26.51,0.283,1.764,0.0,6.5,False,20.04,20.0,8.79
2023-02-06 15:48:00+01:00,23.59,26.51,0.285,1.804,0.0,6.5,True,20.04,20.0,8.83
2023-02-06 15:49:00+01:00,23.58,26.51,0.285,1.764,0.0,6.5,False,20.03,20.0,8.8
2023-02-06 15:50:00+01:00,23.57,26.54,0.283,1.764,0.0,6.5,False,20.03,20.0,8.76
2023-02-06 15:51:00+01:00,23.56,26.57,0.285,1.845,0.0,6.5,False,20.02,20.0,8.8
2023-02-06 15:52:00+01:00,23.56,26.57,0.283,1.824,0.0,6.5,True,20.02,20.0,8.75
2023-02-06 15:53:00+01:00,23.56,26.5,0.285,1.784,0.0,6.5,False,20.01,20.0,8.81
2023-02-06 15:54:00+01:00,23.55,26.48,0.285,1.784,0.0,6.5,False,20.01,20.0,8.79
2023-02-06 15:55:00+01:00,23.55,26.46,0.282,1.804,0.0,6.5,False,20.01,20.0,8.78
2023-02-06 15:56:00+01:00,23.54,26.46,0.283,1.764,0.0,6.5,False,20.01,20.0,8.79
2023-02-06 15:57:00+01:00,23.54,26.48,0.281,1.784,0.0,6.5,False,20.01,20.0,8.77
2023-02-06 15:58:00+01:00,23.54,26.49,0.284,1.804,0.0,6.5,False,20.0,20.0,8.78
2023-02-06 15:59:00+01:00,23.54,26.5,0.283,1.764,0.0,6.0,False,20.0,20.0,8.85
2023-02-06 16:00:00+01:00,23.54,26.49,0.284,1.784,0.0,6.0,False,20.0,20.0,8.75
2023-02-06 16:01:00+01:00,23.54,26.49,0.284,1.784,0.0,6.0,False,20.0,20.0,8.81
2023-02-06 16:02:00+01:00,23.54,26.49,0.292,1.784,0.0,6.0,False,20.0,20.0,8.85
2023-02-06 16:03:00+01:00,23.54,26.49,0.283,1.764,0.0,6.5,False,20.0,20.0,8.85
2023-02-06 16:04:00+01:00,23.54,26.51,0.286,1.784,0.0,6.5,False,20.0,20.0,8.82
2023-02-06 16:05:00+01:00,23.54,26.52,0.286,1.784,0.0,6.0,False,20.0,20.0,8.78
2023-02-06 16:06:00+01:00,23.54,26.52,0.284,1.784,0.0,6.0,False,20.0,20.0,8.75
2023-02-06 16:07:00+01:00,23.54,26.49,0.286,1.764,0.0,6.5,False,20.0,20.0,8.82
2023-02-06 16:08:00+01:00,23.54,26.46,0.289,1.784,0.0,6.5,False,20.0,20.0,8.76
2023-02-06 16:09:00+01:00,23.53,26.49,0.284,1.784,0.0,6.5,False,20.0,20.0,8.81
2023-02-06 16:10:00+01:00,23.54,26.5,0.283,1.784,0.0,6.5,False,20.0,20.0,8.82
2023-02-06 16:11:00+01:00,23.53,26.51,0.282,1.764,0.0,6.5,False,20.0,20.0,8.77
2023-02-06 16:12:00+01:00,23.52,26.46,0.284,1.784,0.0,6.5,False,20.0,20.0,8.84
2023-02-06 16:13:00+01:00,23.51,26.46,0.286,1.784,0.0,6.5,False,20.0,20.0,8.74
2023-02-06 16:14:00+01:00,23.51,26.49,0.286,1.764,0.0,6.5,False,20.0,20.0,8.83
2023-02-06 16:15:00+01:00,23.51,26.51,0.289,1.845,0.0,6.5,False,20.0,20.0,8.82
2023-02-06 16:16:00+01:00,23.51,26.5,0.282,1.824,0.0,6.5,False,20.0,20.0,8.78
2023-02-06 16:17:00+01:00,23.51,26.44,0.288,1.784,0.0,6.5,False,20.0,20.0,8.8
2023-02-06 16:18:00+01:00,23.51,26.42,0.283,1.784,0.0,6.5,False,20.0,20.0,8.76
2023-02-06 16:19:00+01:00,23.51,26.41,0.279,1.764,0.0,6.5,False,20.0,20.0,8.81
2023-02-06 16:20:00+01:00,23.5,26.47,0.284,1.784,0.0,7.0,False,20.0,20.0,8.81
2023-02-06 16:21:00+01:00,23.5,26.58,0.292,1.845,0.0,6.5,False,20.0,20.0,8.86
2023-02-06 16:22:00+01:00,23.49,26.69,0.313,1.946,0.0,6.5,False,20.0,20.0,8.79
2023-02-06 16:23:00+01:00,23.49,26.74,0.339,1.946,0.0,6.5,False,20.0,20.0,8.79
2023-02-06 16:24:00+01:00,23.49,26.77,0.319,1.946,0.0,6.5,False,20.0,20.0,8.81
2023-02-06 16:25:00+01:00,23.49,26.92,0.337,2.092,0.0,6.5,False,20.0,20.0,8.81
2023-02-06 16:26:00+01:00,23.49,26.95,0.337,2.115,0.0,6.5,False,20.0,20.0,8.9
2023-02-06 16:27:00+01:00,23.49,26.94,0.335,2.115,0.0,6.5,False,20.0,20.0,9.01
2023-02-06 16:28:00+01:00,23.49,27.02,0.32,2.202,0.0,7.0,False,20.0,20.0,9.01
2023-02-06 16:29:00+01:00,23.49,26.98,0.317,2.115,0.0,6.5,False,20.0,20.0,8.96
2023-02-06 16:30:00+01:00,23.49,26.94,0.305,2.139,0.0,7.0,False,20.0,20.0,9.19
2023-02-06 16:31:00+01:00,23.49,27.04,0.316,2.202,0.0,7.0,False,20.0,20.0,9.13
2023-02-06 16:32:00+01:00,23.5,27.04,0.326,2.227,0.0,6.5,False,20.0,20.0,9.19
2023-02-06 16:33:00+01:00,23.5,27.05,0.327,2.227,0.0,6.5,False,20.0,20.0,9.13
2023-02-06 16:34:00+01:00,23.51,26.97,0.327,2.187,0.0,7.0,False,20.0,20.0,9.35
2023-02-06 16:35:00+01:00,23.51,26.97,0.328,2.21,0.0,7.0,False,20.0,20.0,9.25
2023-02-06 16:36:00+01:00,23.51,27.1,0.342,2.275,0.0,6.5,False,20.0,20.0,9.39
2023-02-06 16:37:00+01:00,23.52,27.17,0.339,2.366,0.0,6.5,False,20.0,20.0,9.5
2023-02-06 16:38:00+01:00,23.54,27.14,0.348,2.391,0.0,6.5,False,20.0,20.0,9.53
2023-02-06 16:39:00+01:00,23.54,27.025,0.347,2.282,0.0,6.5,False,20.0,20.0,9.6
2023-02-06 16:40:00+01:00,23.54,27.11,0.347,2.3275,0.0,6.5,False,20.0,20.0,9.72
2023-02-06 16:41:00+01:00,23.55,27.11,0.354,2.373,0.0,6.5,False,20.0,20.0,9.66
2023-02-06 16:42:00+01:00,23.56,27.11,0.353,2.373,0.0,6.5,False,20.0,20.0,9.77
2023-02-06 16:43:00+01:00,23.56,27.14,0.361,2.398,0.0,7.0,False,20.0,20.0,9.79
2023-02-06 16:44:00+01:00,23.56,27.21,0.373,2.492,0.0,7.0,False,20.0,20.0,9.87
2023-02-06 16:45:00+01:00,23.58,27.18,0.375,2.422,0.0,6.5,False,20.0,20.0,10.13
2023-02-06 16:46:00+01:00,23.59,27.17,0.372,2.447,0.0,6.5,False,20.0,20.0,10.13
2023-02-06 16:47:00+01:00,23.59,27.16,0.369,2.447,0.0,6.5,False,20.0,20.0,10.12
2023-02-06 16:48:00+01:00,23.61,27.25,0.4,2.542,0.0,6.5,False,20.0,20.0,10.12
2023-02-06 16:49:00+01:00,23.61,27.21,0.389,2.567,0.0,6.5,False,20.0,20.0,10.23
2023-02-06 16:50:00+01:00,23.63,27.22,0.388,2.567,0.0,6.5,False,20.0,20.0,10.3
2023-02-06 16:51:00+01:00,23.63,27.33,0.406,2.664,0.0,6.5,False,19.99,20.0,10.43
2023-02-06 16:52:00+01:00,23.63,27.26,0.404,2.643,0.0,6.5,False,19.99,20.0,10.48
2023-02-06 16:53:00+01:00,23.66,27.25,0.406,2.569,0.0,6.5,False,19.99,20.0,10.48
2023-02-06 16:54:00+01:00,23.66,27.35,0.416,2.643,0.0,6.5,False,19.99,20.0,10.59
2023-02-06 16:55:00+01:00,23.67,27.35,0.423,2.668,0.0,6.5,False,19.99,20.0,10.71
2023-02-06 16:56:00+01:00,23.68,27.33,0.421,2.693,0.0,6.0,False,19.99,20.0,10.74
2023-02-06 16:57:00+01:00,23.7,27.37,0.436,2.693,0.0,6.0,False,19.99,20.0,10.8
2023-02-06 16:58:00+01:00,23.71,27.33,0.435,2.743,0.0,6.0,False,19.99,20.0,10.88
2023-02-06 16:59:00+01:00,23.71,27.38,0.449,2.743,0.0,6.5,False,19.99,20.0,10.95
2023-02-06 17:00:00+01:00,23.73,27.42,0.452,2.845,0.0,6.0,False,19.99,20.0,11.03
2023-02-06 17:01:00+01:00,23.73,27.43,0.452,2.871,0.0,6.0,False,19.99,20.0,11.15
2023-02-06 17:02:00+01:00,23.76,27.46,0.465,2.819,0.0,6.0,False,19.99,20.0,11.21
2023-02-06 17:03:00+01:00,23.76,27.5,0.469,2.871,0.0,6.0,False,19.99,20.0,11.26
2023-02-06 17:04:00+01:00,23.77,27.46,0.464,2.844,0.0,6.0,False,19.99,20.0,11.32
2023-02-06 17:05:00+01:00,23.78,27.58,0.491,2.897,0.0,6.0,False,19.98,20.0,11.4
2023-02-06 17:06:00+01:00,23.8,27.51,0.486,2.975,0.0,6.0,False,19.98,20.0,11.52
2023-02-06 17:07:00+01:00,23.81,27.51,0.482,2.975,0.0,6.0,False,19.98,20.0,11.37
2023-02-06 17:08:00+01:00,23.83,27.61,0.511,2.975,0.0,5.5,False,19.98,20.0,11.62
2023-02-06 17:09:00+01:00,23.83,27.58,0.508,3.026,0.0,5.5,False,19.98,20.0,11.65
2023-02-06 17:10:00+01:00,23.85,27.5,0.503,2.97,0.0,6.0,False,19.98,20.0,11.9
2023-02-06 17:11:00+01:00,23.85,27.57,0.516,3.078,0.0,5.5,False,19.98,20.0,11.91
2023-02-06 17:12:00+01:00,23.88,27.66,0.519,3.052,0.0,6.0,False,19.98,20.0,11.96
2023-02-06 17:13:00+01:00,23.88,27.67,0.536,3.215,0.0,5.5,False,19.98,20.0,12.03
2023-02-06 17:14:00+01:00,23.9,27.58,0.532,3.045,0.0,5.5,False,19.98,20.0,12.27
2023-02-06 17:15:00+01:00,23.9,27.63,0.534,3.156,0.0,5.5,False,19.97,20.0,12.22
2023-02-06 17:16:00+01:00,23.92,27.64,0.535,3.156,0.0,5.5,False,19.97,20.0,12.25
2023-02-06 17:17:00+01:00,23.95,27.62,0.534,3.07,0.0,5.5,False,19.98,20.0,12.24
2023-02-06 17:18:00+01:00,23.95,27.55,0.528,3.034,0.0,5.5,False,19.98,20.0,12.42
2023-02-06 17:19:00+01:00,23.98,27.59,0.528,3.146,0.0,5.0,False,19.98,20.0,12.53
2023-02-06 17:20:00+01:00,23.98,27.59,0.532,3.171,0.0,5.0,False,19.97,20.0,12.52
2023-02-06 17:21:00+01:00,23.99,27.54,0.53,3.059,0.0,5.0,False,19.97,20.0,12.63
2023-02-06 17:22:00+01:00,24.0,27.52,0.532,3.108,0.0,5.0,False,19.98,20.0,12.74
2023-02-06 17:23:00+01:00,24.03,27.5,0.536,2.995,0.0,5.0,False,19.98,20.0,12.7
2023-02-06 17:24:00+01:00,24.03,27.58,0.552,3.083,0.0,4.5,False,19.98,20.0,12.71
2023-02-06 17:25:00+01:00,24.04,27.66,0.563,3.196,0.0,5.0,False,19.98,20.0,12.81
2023-02-06 17:26:00+01:00,24.05,28.5,0.801,3.968,0.0,5.0,False,19.98,20.0,13.05
2023-02-06 17:27:00+01:00,24.06,27.7,0.569,3.196,0.0,5.0,False,19.98,20.0,12.78
2023-02-06 17:28:00+01:00,24.1,27.71,0.571,3.297,0.0,5.0,False,19.98,20.0,13.09
2023-02-06 17:29:00+01:00,24.1,27.57,0.569,3.114,0.0,5.0,False,19.98,20.0,13.11
2023-02-06 17:30:00+01:00,24.1,27.56,0.568,3.114,0.0,5.0,False,19.98,20.0,13.15
2023-02-06 17:31:00+01:00,24.12,27.63,0.566,3.23,0.0,5.0,False,19.98,20.0,13.24
2023-02-06 17:32:00+01:00,24.14,27.63,0.572,3.23,0.0,4.5,False,19.98,20.0,13.36
2023-02-06 17:33:00+01:00,24.15,27.63,0.586,3.254,0.0,4.5,False,19.98,20.0,13.35
2023-02-06 17:34:00+01:00,24.16,27.66,0.592,3.303,0.0,4.5,False,19.98,20.0,13.52
2023-02-06 17:35:00+01:00,24.17,27.7,0.596,3.254,0.0,4.5,False,19.97,20.0,13.39
2023-02-06 17:36:00+01:00,24.17,27.76,0.61,3.279,0.0,4.0,False,19.97,20.0,13.55
2023-02-06 17:37:00+01:00,24.2,27.79,0.615,3.303,0.0,4.5,False,19.97,20.0,13.62
2023-02-06 17:38:00+01:00,24.2,27.8,0.636,3.328,0.0,4.5,False,19.98,20.0,13.65
2023-02-06 17:39:00+01:00,24.22,27.85,0.624,3.473,0.0,5.0,False,19.98,20.0,13.63
2023-02-06 17:40:00+01:00,24.22,27.9,0.634,3.473,0.0,5.0,False,19.98,20.0,13.8
2023-02-06 17:41:00+01:00,24.23,27.89,0.654,3.473,0.0,5.0,False,19.98,20.0,13.91
2023-02-06 17:42:00+01:00,24.24,27.87,0.646,3.498,0.0,5.0,False,19.98,20.0,13.97
2023-02-06 17:43:00+01:00,24.27,27.93,0.647,3.549,0.0,5.0,False,19.98,20.0,14.14
2023-02-06 17:44:00+01:00,24.27,27.86,0.643,3.549,0.0,5.0,False,19.98,20.0,14.04
2023-02-06 17:45:00+01:00,24.29,27.8,0.64,3.426,0.0,4.5,False,19.98,20.0,14.12
2023-02-06 17:46:00+01:00,24.29,27.91,0.658,3.574,0.0,4.5,False,19.98,20.0,14.0
2023-02-06 17:47:00+01:00,24.32,27.93,0.662,3.574,0.0,4.5,False,19.98,20.0,14.32
2023-02-06 17:48:00+01:00,24.33,27.88,0.658,3.499,0.0,4.5,False,19.98,20.0,14.37
2023-02-06 17:49:00+01:00,24.34,27.88,0.659,3.499,0.0,4.5,False,19.98,20.0,14.38
2023-02-06 17:50:00+01:00,24.34,27.88,0.66,3.499,0.0,4.5,False,19.98,20.0,14.4
2023-02-06 17:51:00+01:00,24.37,27.92,0.674,3.524,0.0,4.5,False,19.98,20.0,14.45
2023-02-06 17:52:00+01:00,24.37,27.91,0.677,3.548,0.0,4.0,False,19.98,20.0,14.54
2023-02-06 17:53:00+01:00,24.39,27.93,0.674,3.597,0.0,4.0,False,19.99,20.0,14.71
2023-02-06 17:54:00+01:00,24.39,27.96,0.677,3.548,0.0,4.0,False,19.99,20.0,14.43
2023-02-06 17:55:00+01:00,24.41,27.91,0.671,3.573,0.0,4.0,False,19.98,20.0,14.78
2023-02-06 17:56:00+01:00,24.42,27.96,0.668,3.548,0.0,4.0,False,19.98,20.0,14.66
2023-02-06 17:57:00+01:00,24.44,27.93,0.676,3.621,0.0,4.5,False,19.98,20.0,14.79
2023-02-06 17:58:00+01:00,24.44,28.02,0.691,3.621,0.0,4.5,False,19.98,20.0,14.8
2023-02-06 17:59:00+01:00,24.46,27.97,0.683,3.646,0.0,4.5,False,19.99,20.0,15.11
2023-02-06 18:00:00+01:00,24.46,27.94,0.671,3.621,0.0,4.5,False,19.99,20.0,14.96
2023-02-06 18:01:00+01:00,24.49,27.95,0.691,3.637,0.0,4.0,False,19.99,20.0,14.89
2023-02-06 18:02:00+01:00,24.49,27.91,0.675,3.566,0.0,4.0,False,19.99,20.0,15.05
2023-02-06 18:03:00+01:00,24.5,27.91,0.68,3.566,0.0,4.5,False,19.99,20.0,15.11
2023-02-06 18:04:00+01:00,24.51,27.94,0.677,3.542,0.0,4.5,False,19.99,20.0,15.04
2023-02-06 18:05:00+01:00,24.51,28.0,0.677,3.518,0.0,4.5,False,19.99,20.0,14.98
2023-02-06 18:06:00+01:00,24.52,27.97,0.68,3.566,0.0,4.0,False,20.0,20.0,14.97
2023-02-06 18:07:00+01:00,24.53,27.88,0.654,3.461,0.0,4.0,False,20.0,20.0,15.12
2023-02-06 18:08:00+01:00,24.53,27.91,0.663,3.461,0.0,4.0,False,20.0,20.0,14.93
2023-02-06 18:09:00+01:00,24.53,27.89,0.648,3.438,0.0,4.0,False,20.0,20.0,14.94
2023-02-06 18:10:00+01:00,24.54,27.87,0.643,3.461,0.0,4.5,False,20.0,20.0,14.96
2023-02-06 18:11:00+01:00,24.56,27.79,0.624,3.356,0.0,4.5,False,20.0,20.0,14.94
2023-02-06 18:12:00+01:00,24.56,27.83,0.629,3.333,0.0,4.5,False,20.0,20.0,14.98
2023-02-06 18:13:00+01:00,24.56,27.78,0.611,3.311,0.0,4.5,False,20.0,20.0,14.91
2023-02-06 18:14:00+01:00,24.56,27.71,0.611,3.229,0.0,4.5,False,20.0,20.0,14.94
2023-02-06 18:15:00+01:00,24.56,27.67,0.593,3.251,0.0,4.5,False,20.0,20.0,15.1
2023-02-06 18:16:00+01:00,24.56,27.7,0.598,3.273,0.0,4.5,False,20.0,20.0,15.12
2023-02-06 18:17:00+01:00,24.56,27.69,0.598,3.229,0.0,4.5,False,20.0,20.0,14.96
2023-02-06 18:18:00+01:00,24.56,27.66,0.595,3.251,0.0,4.5,False,20.0,20.0,15.08
2023-02-06 18:19:00+01:00,24.56,27.68,0.595,3.273,0.0,4.5,False,20.0,20.0,14.97
2023-02-06 18:20:00+01:00,24.56,27.71,0.598,3.229,0.0,4.5,False,20.0,20.0,14.98
2023-02-06 18:21:00+01:00,24.56,27.69,0.598,3.208,0.0,4.5,False,20.0,20.0,15.04
2023-02-06 18:22:00+01:00,24.56,27.67,0.595,3.251,0.0,4.5,False,20.0,20.0,14.97
2023-02-06 18:23:00+01:00,24.55,27.72,0.618,3.208,0.0,4.5,False,19.99,20.0,15.0
2023-02-06 18:24:00+01:00,24.55,27.75,0.621,3.251,0.0,4.5,False,19.99,20.0,15.11
2023-02-06 18:25:00+01:00,24.56,27.74,0.616,3.273,0.0,4.5,False,19.99,20.0,15.07
2023-02-06 18:26:00+01:00,24.55,27.79,0.632,3.333,0.0,4.5,False,19.99,20.0,15.07
2023-02-06 18:27:00+01:00,24.56,27.79,0.634,3.333,0.0,4.5,False,19.99,20.0,14.99
2023-02-06 18:28:00+01:00,24.56,27.79,0.629,3.333,0.0,4.0,False,19.99,20.0,15.06
2023-02-06 18:29:00+01:00,24.55,27.84,0.65,3.356,0.0,4.0,False,19.98,20.0,14.97
2023-02-06 18:30:00+01:00,24.56,27.84,0.645,3.333,0.0,4.0,False,19.98,20.0,15.02
2023-02-06 18:31:00+01:00,24.56,27.92,0.656,3.461,0.0,4.0,False,19.98,20.0,14.88
2023-02-06 18:32:00+01:00,24.56,27.89,0.659,3.414,0.0,4.0,False,19.98,20.0,15.09
2023-02-06 18:33:00+01:00,24.56,27.98,0.679,3.566,0.0,4.0,False,19.98,20.0,15.11
2023-02-06 18:34:00+01:00,24.56,27.96,0.676,3.542,0.0,4.0,False,19.98,20.0,14.82
2023-02-06 18:35:00+01:00,24.57,28.03,0.688,3.566,0.0,3.5,False,19.98,20.0,14.92
2023-02-06 18:36:00+01:00,24.58,28.01,0.693,3.542,0.0,4.0,False,19.98,20.0,15.04
2023-02-06 18:37:00+01:00,24.58,28.01,0.689,3.566,0.0,3.5,False,19.98,20.0,15.07
2023-02-06 18:38:00+01:00,24.58,28.06,0.713,3.566,0.0,4.0,False,19.98,20.0,15.17
2023-02-06 18:39:00+01:00,24.59,28.08,0.715,3.566,0.0,3.5,False,19.98,20.0,14.9
2023-02-06 18:40:00+01:00,24.61,28.11,0.706,3.518,0.0,3.5,False,19.98,20.0,14.53
2023-02-06 18:41:00+01:00,24.61,28.07,0.711,3.566,0.0,3.5,False,19.98,20.0,15.12
2023-02-06 18:42:00+01:00,24.61,28.08,0.698,3.494,0.0,3.5,False,19.98,20.0,14.97
2023-02-06 18:43:00+01:00,24.62,28.13,0.694,3.67,0.0,3.5,False,19.98,20.0,15.01
2023-02-06 18:44:00+01:00,24.62,28.09,0.711,3.542,0.0,3.5,False,19.98,20.0,14.96
2023-02-06 18:45:00+01:00,24.63,28.09,0.711,3.566,0.0,3.5,False,19.98,20.0,15.03
2023-02-06 18:46:00+01:00,24.63,28.12,0.713,3.589,0.0,3.5,False,19.98,20.0,14.75
2023-02-06 18:47:00+01:00,24.64,28.15,0.706,3.621,0.0,3.5,False,19.98,20.0,15.14
2023-02-06 18:48:00+01:00,24.65,28.13,0.713,3.67,0.0,3.5,False,19.98,20.0,15.01
2023-02-06 18:49:00+01:00,24.65,28.13,0.707,3.542,0.0,3.5,False,19.98,20.0,15.02
2023-02-06 18:50:00+01:00,24.65,28.15,0.708,3.566,0.0,3.5,False,19.98,20.0,15.15
2023-02-06 18:51:00+01:00,24.67,28.12,0.706,3.566,0.0,3.5,False,19.98,20.0,14.98
2023-02-06 18:52:00+01:00,24.68,28.1,0.704,3.542,0.0,3.5,False,19.98,20.0,14.96
2023-02-06 18:53:00+01:00,24.68,28.16,0.71,3.542,0.0,3.0,False,19.98,20.0,14.94
2023-02-06 18:54:00+01:00,24.68,28.12,0.707,3.566,0.0,3.5,False,19.98,20.0,14.96
2023-02-06 18:55:00+01:00,24.7,28.14,0.717,3.518,0.0,3.0,False,19.98,20.0,14.95
2023-02-06 18:56:00+01:00,24.69,28.15,0.717,3.566,0.0,3.0,False,19.97,20.0,15.03
2023-02-06 18:57:00+01:00,24.7,28.17,0.716,3.566,0.0,3.0,False,19.97,20.0,14.84
2023-02-06 18:58:00+01:00,24.7,28.15,0.716,3.566,0.0,3.0,False,19.97,20.0,15.03
2023-02-06 18:59:00+01:00,24.71,28.15,0.709,3.542,0.0,3.0,False,19.98,20.0,14.91
2023-02-06 19:00:00+01:00,24.72,28.17,0.715,3.494,0.0,3.0,False,19.98,20.0,14.84
2023-02-06 19:01:00+01:00,24.73,28.16,0.712,3.542,0.0,3.0,False,19.98,20.0,15.0
2023-02-06 19:02:00+01:00,24.73,28.15,0.712,3.566,0.0,3.0,False,19.98,20.0,15.03
2023-02-06 19:03:00+01:00,24.73,28.12,0.719,3.438,0.0,2.5,False,19.98,20.0,14.96
2023-02-06 19:04:00+01:00,24.74,28.12,0.712,3.461,0.0,2.5,False,19.98,20.0,15.05
2023-02-06 19:05:00+01:00,24.73,28.14,0.707,3.542,0.0,2.5,False,19.98,20.0,14.91
2023-02-06 19:06:00+01:00,24.74,28.13,0.712,3.542,0.0,2.5,False,19.98,20.0,15.18
2023-02-06 19:07:00+01:00,24.75,28.35,0.731,3.75,0.0,2.0,False,19.98,20.0,15.02
2023-02-06 19:08:00+01:00,24.75,27.935,0.727,3.273,0.0,2.25,False,19.97,20.0,15.04
2023-02-06 19:09:00+01:00,24.75,28.17,0.713,3.4375,0.0,2.5,False,19.97,20.0,15.03
2023-02-06 19:10:00+01:00,24.75,28.26,0.712,3.518,0.0,3.0,False,19.97,20.0,14.99
2023-02-06 19:11:00+01:00,24.75,28.33,0.71,3.67,0.0,3.5,False,19.97,20.0,14.97
2023-02-06 19:12:00+01:00,24.71,24.59,0.015,0.0,0.0,3.5,False,19.97,19.0,7.0
2023-02-06 19:13:00+01:00,24.73,24.65,0.007,0.0,0.0,3.0,False,19.97,19.0,0.0
2023-02-06 19:14:00+01:00,24.74,24.56,0.007,0.0,0.0,3.0,False,19.97,19.0,0.0
2023-02-06 19:15:00+01:00,24.74,24.56,0.007,0.0,0.0,3.0,True,19.97,19.0,0.0
2023-02-06 19:16:00+01:00,24.85,24.46,0.007,0.0,0.0,2.5,False,19.97,19.0,0.0
2023-02-06 19:17:00+01:00,24.93,24.41,0.007,0.0,0.0,2.5,False,19.97,19.0,0.0
2023-02-06 19:18:00+01:00,24.93,24.41,0.007,0.0,0.0,2.5,True,19.97,19.0,0.0
2023-02-06 19:19:00+01:00,24.77,24.14,0.007,0.0,0.0,2.5,False,19.86,19.0,0.0
2023-02-06 19:20:00+01:00,24.06,23.8,0.007,0.0,0.0,3.0,False,19.88,20.0,7.08
2023-02-06 19:21:00+01:00,23.9,23.61,0.015,0.0,0.0,3.0,False,19.89,20.0,14.75
2023-02-06 19:22:00+01:00,23.88,23.6,0.024,-0.314,0.0,3.0,False,19.89,20.0,14.99
2023-02-06 19:23:00+01:00,23.86,27.27,0.911,3.542,0.0,3.0,False,19.89,20.0,15.09
2023-02-06 19:24:00+01:00,23.89,26.62,0.597,2.726,0.0,3.0,False,19.89,20.0,15.32
2023-02-06 19:25:00+01:00,23.95,26.7,0.561,2.831,0.0,3.0,False,19.89,20.0,15.13
2023-02-06 19:26:00+01:00,24.03,26.66,0.561,2.708,0.0,3.0,False,19.89,20.0,14.9
2023-02-06 19:27:00+01:00,24.04,26.62,0.566,2.587,0.0,2.5,False,19.89,20.0,14.89
2023-02-06 19:28:00+01:00,24.07,26.6,0.575,2.604,0.0,2.0,False,19.89,20.0,14.8
2023-02-06 19:29:00+01:00,24.11,26.71,0.591,2.587,0.0,2.0,False,19.89,20.0,14.83
2023-02-06 19:30:00+01:00,24.12,26.74,0.585,2.672,0.0,2.5,False,19.89,20.0,14.95
2023-02-06 19:31:00+01:00,24.12,26.82,0.593,2.672,0.0,2.5,False,19.89,20.0,14.79
2023-02-06 19:32:00+01:00,24.15,26.84,0.568,2.775,0.0,3.5,False,19.9,20.0,14.64
2023-02-06 19:33:00+01:00,24.17,26.92,0.578,2.775,0.0,3.0,False,19.9,20.0,14.79
